JOURNAL_ID,JOURNAL_TITLE,ARTICLE_ID,ARTICLE_TITLE,ARTICLE_ABSTRACT
0,Kesmas: Jurnal Kesehatan Masyarakat Nasional,0,Pola Konsumsi dengan Terjadinya Sindrom Metabolik ,"AbstrakTerjadinya sindrom metabolik diduga berhubungan dengan pergeserangaya hidup masyarakat yang berubah menuju masyarakat modern, darimengonsumsi makanan tradisional beralih ke makanan instan dan kebaratbaratan.  Penelitian ini bertujuan untuk mengetahui prevalensi sindrom metabolik dan determinannya dari pola konsumsi, meliputi konsumsi sayur dan buah serta pola makan makanan manis, asin, berlemak, lauk hewani berpengawet, dan penggunaan penyedap.  Penelitian ini merupakan bagian dari analisis lanjut data Riset Kesehatan Dasar tahun 2013 dengan desain potong lintang.  Jumlah sampel setelah pembobotan adalah 1. 878. 578 orang dengan kriteria berusia 18 tahun ke atas.  Pengumpulan data pola konsumsi, antropometri, klinis, dan biomedis telah dilakukan.  Analisis data menggunakan kai kuadrat dan regresi logistik biner.  Prevalensi sindrom metabolik di Indonesia sebesar 23%, pada perempuan 26,6% dan pada laki-laki 18,3%.  Konsumsi makanan manis lebih dari satu kali per hari sebanyak 43,5% dan kurang dari satu kali per hari 10,5% dengan peluang mengalami sindrom metabolik sebesar 6,567 kali.  Konsumsi makanan asin yang termasuk dalam kategori sering memiliki proporsi sindrom metabolik sebesar 100% dengan risiko mengalami sindrom metabolik sebanyak 6,363 kali.  Terdapat hubungan yang signifikan (nilai p < 0,05) antara pola konsumsisayur dan buah, frekuensi konsumsi makanan manis, asin, berlemak,lauk hewani yang diawetkan, penggunaan penyedap, dan mi instan dengan kejadian sindrom metabolik pada usia produktif. 3% on men. 567 times"
0,Kesmas: Jurnal Kesehatan Masyarakat Nasional,1,Studi Intervensi Klaster Kawasan Tanpa Rokok pada Tingkat Rumah Tangga ,"AbstrakPerilaku merokok memberikan dampak negatif, baik bagi perokok aktifmaupun pasif, ditinjau dari sudut pandang kesehatan maupun ekonomi. Regulasi mengenai Kawasan Tanpa Rokok (KTR) yang telah diterbitkanbelum ada yang mengatur mengenai penerapan KTR di tingkat rumah tangga.  Penelitian ini bertujuan untuk mengidentifikasi perubahan perilaku melalui intervensi terpadu KTR pada tingkat rumah tangga.  Penelitian dilakukan pada bulan Juli - September 2014 menggunakan desain cluster trial pada empat desa di Kabupaten Ogan Ilir, Sumatera Selatan.  Selanjutnya, 200 sampel kepala keluarga dipilih melalui metode cluster random sampling.  Intervensi yang dilakukan meliputi konseling terpadu, pemberian permen pengganti rokok, dan tabungan sehat.  Hasil penelitian menunjukkan bahwa proporsi responden yang merokok setiap hari dalam sebulan terakhir dan komitmen untuk tidak akan merokok di masa yang akan datang mencapai 71,6% dan 62% pada kelompok intervensi serta 91% dan 38% pada kelompok non-intervensi.  Intervensi ini berpeluang 46% mengurangi perilaku merokok responden (RP = 0,46) setelah dikontrol oleh variabel pendidikan (RP = 0,152) dan sikap (RP = 0,216) dengan nilai p < 0,0001.  Intervensi terpadu ini terbukti berhasil mengubah perilaku merokok pada kawasan rumah tangga sehingga diperlukan partisipasi masyarakat dan dinas kesehatan setempat untuk menindaklanjuti penerapan intervensi ini dalam jangka panjang. 0001"
0,Kesmas: Jurnal Kesehatan Masyarakat Nasional,2,Perilaku Seksual Berisiko Pengguna Narkotika ,"AbstrakPenyalahgunaan narkotika yang melakukan hubungan seksual sebelummenikah, dan berganti-ganti mitra seksual merupakan perilaku berisiko. Masalah yang diakibatkan penyalahgunaan narkotika sangat kompleks,seperti masalah sosial dan kesehatan.  Kecenderungan pengguna narkotika melakukan perilaku seksual dini dan tidak aman semakin memperparah kondisi kualitas hidup pecandu dan tentunya berdampak besar pada kelangsungan hidup di masa depan.  Tujuan penelitian ini adalah mengetahui determinan perilaku seksual berisiko di kalangan pengguna narkotika.  Metode penelitian adalah potong lintang menggunakan data sekunder kajian rekam medis di instalasi Medical Psikiatric Evaluation di rumah sakit ketergantungan obat (RSKO) Jakarta tahun 2013.  Populasi penelitian adalah pasien ketergantungan narkotika yang dirawat inap di RSKO Cibubur selama tahun 2013.  Sampel dalam penelitian ini adalah seluruh pasien yang dirawat inap berjumlah 74 responden.  Analisis data yang digunakan adalah analisis secara univariat, bivariat, dan multivariat.  Hasil penelitian membuktikan bahwa mayoritas responden telah melakukan perilaku seksual berisiko, yaitu sebesar 82,4% dengan usia pertama kali berhubungan seksual  17 tahun sebesar 78,4%.  Usia pertama kali berhubungan seksual  17 tahun merupakan variabel yang paling berpengaruh terhadap perilaku seksual berisiko di kalangan pecandu narkotika.  Model akhir analisis multivariat menunjukkan bahwa pengguna narkotika yang telah melakukan hubungan seksual  17 tahun berpeluang 6,74 kali (CI = 1,84  24,73) untuk melakukan perilaku seksual berisiko dibandingkan dengan pengguna narkotika > 17 tahun. 4%. 84  24"
0,Kesmas: Jurnal Kesehatan Masyarakat Nasional,3,Asma pada anak Indonesia: Penyebab dan Pencetus ,"AbstrakAsma merupakan penyakit kronis yang dapat mengganggu kualitas hidup. Hingga saat ini, jumlah penderita asma semakin meningkat termasuk diIndonesia.  Penelitian ini bertujuan untuk mengidentifikasi faktor-faktor yang berhubungan dengan kejadian asma dan pencetus asma pada anak usia 6 - 14 tahun di Indonesia.  Metode penelitian adalah desain potong lintang dengan menggunakan data Riset Kesehatan Dasar tahun 2013 di 33 provinsi di Indonesia.  Variabel bebas adalah karakteristik responden, faktor lingkungan, dan perilaku merokok anak dan orangtua.  Hasil analisis menunjukkan bahwa jenis kelamin laki-laki, kondisi sosial ekonomi rendah, riwayat asma pada orangtua, anak yang merokok atau pernah merokok, dan orangtua yang merokok atau pernah merokok adalah faktor risiko yang berhubungan secara signifikan dengan tinggi kejadian asma pada anak (nilai p < 0,05).  Sedangkan variabel yang tidak berhubungan secara bermakna (nilai p > 0,05) adalah usia, kepadatan hunian, bahan bakar memasak, penerangan dalam rumah, dan penanganan sampah.  Lima pencetus utama asma pada anak adalah udara dingin, flu dan infeksi, kelelahan, debu, dan asap rokok.  Oleh karena itu, orangtua harus mendorong anak untuk bergaya hidup sehat agar anak terhindar dari serangan asma. 05). 05)"
0,Kesmas: Jurnal Kesehatan Masyarakat Nasional,4,Efektivitas Collaborative Governance dalam Pelayanan Komprehensif Berkesinambungan untuk Menanggulangi HIV/AIDS ,"AbstrakDi tingkat nasional dan daerah telah terdapat kebijakan publik, program dan kegiatan untuk menanggulangi HIV/AIDS, namun jumlah kasus HIV/AIDS meningkat setiap tahun.  Tujuan penelitian ini untuk mengetahui efektivitas collaborative governance antarpemangku kepentingan dalam pelayanan komprehensif berkesinambungan untuk menanggulangi HIV/AIDS di Kota Surakarta.  Penelitian ini merupakan studi kasus jenis exploratory.  Informan ditentukan dengan menggunakan purposive sampling.  Pengumpulan data dilakukan pada 2 Juli  2 September 2013 dengan wawancara mendalam, observasi, focus group discussion, dan dokumentasi.  Teknik analisis data dengan model analisis interaktif.  Hasil penelitian menunjukkan bahwa pemberi dan penerima layanan berperan dalam penanggulangan HIV/AIDS sesuai tugas dan fungsinya masing-masing.  Program pencegahan dan penjangkauan, layanan kesehatan, reduksi bahaya, dan pemberdayaan belum efektif karena komitmen terhadap tujuan dan sikap saling percaya antarpemangku kepentingan belum optimal, petugas lapangan kurang profesional, terdapat konflik laten antarpemangku kepentingan, kurang optimalnya koordinasi antaranggota Komisi Penanggulangan AIDS Daerah Kota Surakarta dan rendahnya anggaran untuk penanggulangan HIV/AIDS karena HIV/AIDS belum menjadi isu prioritas dalam pembangunan daerah.  Disimpulkan bahwa kolaborasi governance antarpemangku kepentingan belum efektif.  Untuk meningkatkan kualitas dan efektivitas kolaborasi governance antarpemangku kepentingan, harus ada norma, struktur, dan proses yang jelas dalam menanggulangi HIV/AIDS"
0,Kesmas: Jurnal Kesehatan Masyarakat Nasional,5,Pengaruh Teknik Marmet terhadap Kelancaran Air Susu Ibu dan Kenaikan Berat Badan Bayi ,"AbstrakBayi lahir cukup bulan memiliki naluri menyusu 20 - 30 menit setelah dilahirkan.  Namun, fakta menunjukkan produksi dan ejeksi air susu ibu (ASI) yang sedikit di hari-hari pertama menyebabkan banyak ibu yang mengalami ketidakefektifan proses menyusui.  Tidak terproduksinya ASI diakibatkan karena kurangnya rangsangan hormon prolaktin.  Teknik marmet merupakan perpaduan memerah dan memijat payudara pada ibu nifas yang dapat merangsang hormon pada proses menyusui.  Penelitian ini bertujuan untuk mengetahui perbedaan pengaruh teknik marmet dengan masase payudara pada ibu nifas tiga hari postpartum terhadap kelancaran ASI dan kenaikan berat badan bayi.  Penelitian ini menggunakan desain pre-experimental bentuk perbandingan kelompok statistik yang dilakukan di Puskesmas Grabag Kabupaten Magelang.  Sampel yang digunakan adalah 40 responden postpartum pada September - November 2014.  Uji statistik menggunakan uji Mann Whitney U.  Teknik marmet dan masase payudara dalam memengaruhi kelancaran ASI secara statistik terdapat perbedaan (nilai p = 0,047).  Sedangkan perbedaan dalam memengaruhi berat badan bayi diperoleh nilai p = 0,038 sehingga secara statistik tidak terdapat perbedaan.  Pemberian perlakuan teknik marmet menyebabkan pengeluaran ASI lebih lancar, tetapi tidak terdapat perbedaan teknik marmet dengan masase payudara dalam memengaruhi kenaikan berat badan bayi. 047)"
0,Kesmas: Jurnal Kesehatan Masyarakat Nasional,6,Tumor Necrosis Factor- sebagai Prediktor Terjadinya Anemia pada Ibu Hamil di Wilayah Endemis Malaria ,"Ibu hamil yang berada di daerah endemis malaria sangat rentan terhadap infeksi malaria selama kehamilan.  Gejala malaria pada kelompok ini sering asimptomatik atau bahkan tidak terdeteksi sama sekali karena adanya efek imunitas protektif melalui infeksi yang berulang.  Adanya peningkatan kadar tumor necrosis factor-alpha (TNF-) dapat dijadikan indikator terjadinya infeksi malaria.  TNF- berperan penting dalam respons imun pada malaria akut yang menghambat terjadinya eritropoesis.  Penelitian ini bertujuan untuk mengetahui hubungan antara kadar TNF- dengan kejadian anemia pada ibu hamil didaerah endemik malaria vivax.  Penelitian ini menggunakan desain potong lintang, dilakukan pada bulan Januari - Februari 2014 di lima wilayah kerja puskesmas Kota Bengkulu.  Sampel penelitian adalah ibu hamil di daerah endemis malaria vivax yang diambil secara accidental sampling.  Dilakukan pengambilan darah untuk pemeriksaan mikroskopis malaria, kadar TNF- dan kadar hemoglobin (Hb).  Hasil penelitian menunjukkan seluruh ibu hamil memiliki riwayat pernah terinfeksi malaria vivax, walaupun hasil pemeriksaan slide negatif.  Terjadi peningkatan kadar TNF-  dengan rerata 6,90  2,48 pg/mL dan penurunan kadar Hb dengan rerata 9,75  0,88 g%.  Uji korelasi Spearman didapatkan korelasi negatif yang kuat (r = -0,734) dan bermakna (nilai p < 0,05) antara Kadar TNF- dengan kadar Hb.  Terdapat hubungan yang bermakna antara kadar TNF- dengan kejadian anemia. 90  2. 75  0. 88 g%. 734) and significant (p value < 0. 05) between TNF- level and Hb level"
0,Kesmas: Jurnal Kesehatan Masyarakat Nasional,7,Optimalisasi Sistem Pelayanan Kesehatan Berjenjang pada Program Kartu Jakarta Sehat ,"Peningkatan jumlah kunjungan pasien ke rumah sakit pada awal masa pemberlakuan program Kartu Jakarta Sehat (KJS) disebabkan belum optimalnya sistem pelayanan kesehatan berjenjang.  PT Asuransi Kesehatan (PT Askes) bersama Dinas Kesehatan DKI Jakarta melakukan berbagai upaya dalam bentuk paket intervensi untuk mengoptimalkan sistem tersebut.  Penelitian ini bertujuan untuk mengevaluasi efektivitas paket intervensi PT Askes dan Dinas Kesehatan DKI Jakarta dalam meningkatkan optimilisasi sistem rujukan pelayanan kesehatan.  Penelitian ini menggunakan survei potong lintang dengan metode pengambilan sampel acak pada puskesmas di DKI Jakarta terhadap hasil intervensi PT Askes.  Hasil intervensi diukur melalui wawancara pada kepala puskesmas atau petugas yang mewakili.  Data dianalisis menggunakan tes statistik nonparametrik, yaitu uji Wilcoxon dan regresi Generalized Linear Model.  Penelitian dilakukan pada bulan Oktober 2013 hingga Februari 2014.  Terdapat perbedaan bermakna pada keempat indikator, terjadinya peningkatan kunjungan peserta KJS dipengaruhi oleh ketersediaan tempat tidur, jumlah peserta KJS terdaftar, intervensi dalam bentuk regulasi, serta persentase pengangguran terbuka.  Meskipun ada perbedaan signifikan setelah dikelola PT Askes, hal ini belum cukup membentuk persepsi puskesmas untuk berpendapat bahwa PT Askes memiliki andil dalam mengoptimalkan sistem pelayanan kesehatan berjenjang pada program KJS"
0,Kesmas: Jurnal Kesehatan Masyarakat Nasional,8,Tingkat Pengetahuan dan Persepsi terhadap Shisha pada Mahasiswa ,"Isu yang berkembang terkait pengetahuan dan persepsi seorang calon tenaga kesehatan memengaruhi keberhasilan pelayanan kesehatan dalam menjawab tantangan di masyarakat nantinya.  Shisha (rokok dari Timur Tengah) mulai marak di Yogyakarta.  Tujuan penelitian ini untuk memperoleh gambaran tentang tingkat pengetahuan dan persepsi terhadap shisha pada mahasiswa reguler tahap akademik Fakultas Kedokteran Universitas Gadjah Mada.  Penelitian ini merupakan penelitian deskriptif menggunakan rancangan potong lintang.  Sampel penelitian adalah mahasiswa dari tiga program studi yang dilakukan pada bulan September - Oktober 2013.  Jumlah responden sebanyak 72 mahasiswa ilmu keperawatan, 74 mahasiswa gizi dan kesehatan dan 258 mahasiswa pendidikan dokter.  Pengumpulan data dilakukan dengan kuesioner.  Analisis dilakukan dengan uji Mann-Whitney U dan uji-t.  Hasil analisis statistik menunjukkan tingkat pengetahuan terhadap shisha pada mahasiswa dikategorikan kurang, sedangkan persepsi dikategorikan cukup.  Hasil analisis uji beda menunjukkan tidak terdapat perbedaan tingkat pengetahuan dan persepsi terhadap shisha antar kelompok program studi (p=0,05). 05)"
0,Kesmas: Jurnal Kesehatan Masyarakat Nasional,9,Membangun Bangsa yang Sehat Produktif ,"Peran kesehatan yang dipahami pihak ekeskutif dan legislatif di Indonesia masih terbatas pada pengobatan dan penyembuhan penyakit, bukan membangun sumber daya manusia yang berkualitas.  Sejak masa penjajahan, kebijakan kesehatan tersebut didominasi oleh kebijakan kuratif dengan fasilitas kesehatan utama Rumah Sakit, Puskesmas dan Balai Pengobat.  Upaya kesehatan tersebut melemahkan argumentasi peran penting kesehatan dalam pembangunan bangsa.  Konsep tersebut berpengaruh terhadap tujuan upaya kesehatan mencapai keadaan sehat produktif untuk semua yang dapat mengantarkan penduduk mencapai tingkat sehat produktif.  Definisi sehat yang baru tersebut berpengaruh terhadap perubahan paradigma penanganan kesehatan dari Health Program for Survival ke Health Program for Human Development.  Tujuan akhir program kesehatan berubah menjadi sehat produktif yang bernilai ekonomis bagi sebagian besar penduduk.  Hak azasi kesehatan menurut WHO mencakup hak informasi, privasi, menikmati kemajuan teknologi kesehatan, pendidikan kesehatan, ketersediaan makanan dan gizi, mencapai standard hidup optimal, dan jaminan sosial.  Sudah saatnya upaya kesehatan tidak lagi bertumpu pada pengobatan penyakit, tetapi pada upaya peningkatan dan pemeliharaan kesehatan serta pencegahan penyakit dan penanguulangan risiko.  Masyarakat perlu dilibatkan secara aktif dalam pemeliharaan kesehatan melalui pendekatan: (1) health gain approach (2) creation and production of their own health dan (3) upaya peoples health empowerment. Keywords : Health development paradigm, human development"
