JOURNAL_ID,JOURNAL_TITLE,ARTICLE_ID,ARTICLE_TITLE,ARTICLE_ABSTRACT
0,Jurnal Simetris,0,Perancangan Game Simulasi Pendaftaran Skrisi  Pada Program Studi Teknik Informatika Universitas Muria Kudus ,"AbstrakSkripsi merupakan mata kuliah wajib di jenjang S1 di perguruan tinggi.  Program Studi Teknik Informatika Universitas Muria Kudus baru memulai pendaftaran skripsi.  Untuk memudahkan mahasiswa dalam memahami alur pengambilan skripsi sampai pelaksanaan skripsi, di berikan game simulasi untuk panduan ke mahasiswa.  Game simulasi diambil karena memudahkan pemahaman terhadap alur dari pendaftaran dan pelaksanaan skripsi dan lebih menarik.  Dengan adanya game simulasi mahasiswa dapat melaksanakan mata kuliah skripsi dengan baik.  Simulasi game merupakan bermain peranan, para mahasiswa berkompetisi untuk mencapai tujuan tertentu melalui permainan dengan mematuhi peraturan yang ditentukan. Keyword : game, simulasi, skripsi"
0,Jurnal Simetris,1,Aplikasi Programmable Logic Controller (PLC) Omron CPM2A Sebagai Komponen Utama Sistem Pengukur Kecepatan Putar (RPM) Motor DC ,"Abstrak   PLC (Programmable Logic Control) banyak dipakai dalam dunia industri sebagai unit kontrol utama pada mesin-mesin produksi.  PLC merupakan sekumpulan saklar elektronik yang dapat diatur kapan harus ON dan kapan harus OFF sesuai dengan hukum-hukum kontrol logic yang telah diprogram.  Salah satu keunggulan dari PLC adalah dapat digunakan menjadi Alat Pengatur mesin yang berlainan hanya dengan mengubah program yang ada dalam PLC tanpa harus mengubah perangkat kerasnya.  Pada penelitian ini akan dirancang bangun penggunaan PLC untuk menggerakkan motor DC 12 Volt Sekaligus membaca kecepatan putarnya (RPM) dengan menggunakan sebuah piringan yang berlubang yang akan dibaca oleh sensor LDR.  Kata kunci : PLC, motor, control, RPM, sensor"
0,Jurnal Simetris,2,Pemanfaatan Mikrotik RB750 Untuk Jaringan Wifi Pada SMK Muhammadiyah Kudus ,"Abstrak Dengan kendala user yang terbatas dan software pencatatan user yang terdata yang relatif mahal, pendekatan yang dilakukan adalah pembuatan sebuah software yang ke depan bisa menekan biaya. Pengaksesan internet untuk kalangan SMK Muhammadiyah Kudus dibatasi penggunaannya untuk penghematan biaya pembelian bandwidht akses internet. Pengaturan hak akses internet di SMK Muhammadiyah Kudus sekarang ini menggunakan mikrotik RB 750.  Diharapkan alat yang digunakan dapat mencapai pengguna yang lebih banyak, diantara alat pilihan lain yang digunakan dalam penelitian jaringan berbasis wifi"
0,Jurnal Simetris,3,Strategi Peningkatan  Pembelajaran   Berbasis Teknologi Informasi ,"Abstrak Metode pembelajaran berpusat pada siswa (Student-Centered Learning) memberikan ruang gerak lebih bagi mahasiswa untuk dapat berpartisipasi aktif dalam aktivitas perkuliahan di Perguruan Tinggi sesuai dengan kompetensi yang ingin dicapai.  Untuk mendukung penerapan Student-Centered Learning ini dapat dilakukan dengan memanfaatkan Information and Communication Technology (ICT) dalam berbagai macam strategi pembelajaran.  Pada makalah ini disajikan penelitian peningkatan pembelajaran dengan indikator Materi Via Blog/Wordpress, Grup Diskusi di facebook, Video Tutorial, Download Jurnal Online, dan Download ebook.  Dengan analisys SEM (Structural equation modeling) diperoleh ada hubungan yang nyata antara Grup Diskusi di facebook (V2) dengan Peningkatan Pemahaman, demikian hubungan nyata antara Download ebook (V5) dengan Peningkatan Pemahaman (PP).  Sedangkan Video Tutorial (V3) dan Download Jurnal Online(V4) tidak terlalu perpengaruh atau tidak ada hubungan nyata dengan Peningkatan Pemahaman (PP).  Sedangkan hubungan variabel mencari Materi via Blog/Wordpress dengan Peningkatan Pemahaman sangat kuat dengan nilai estimasi 1"
0,Jurnal Simetris,4,Pengaruh Proses Heat Treatment  Pada Kekerasan Material Special K (K100) ,"Abstrak    Penelitian ini bertujuan untuk mempelajari pengaruh proses perlakuan panas (heat treatment) terhadap kekerasan material special K (K 100).  Material Special K (K100) dengan ukuran 25 mm x 20 mm x 50 mm dilakukan proses heat treatment sesuai dengan instruction for treatment BOHLER STEEL MANUAL, yaitu hardening dengan temperatur 950C dan quenching dengan media pendingin oli, kemudian dilanjutkan tempering dengan temperatur 200 C dan holding time 60 menit.  Kekerasan sebelum dan sesudah proses heat treatment diperiksa dan dibandingkan.  Hasilnya menunjukkan bahwa harga kekerasan rata-rata raw material Special K (K100) adalah 20 HRC, setelah proses hardening dan quenching 64 HRC, dan setelah tempering adalah 62 HRC.  Kata kunci : heat treatment, special K (K100), BOHLER, kekerasan"
0,Jurnal Simetris,5,Analisis Dan Perancangan Sistem Administrasi Pengelolaan Surat  Permohonan Pada Kelurahan ,"ABSTRAKSI   Sistem Administrasi pengelolaan surat permohonan pada kelurahan digunakan untuk mengelola administrasi data surat pada kelurahan desa, mempermudah dan menjamin keakuratan kegiatan administrasi data penduduk.  Kantor Kelurahan adalah sebuah instansi pemerintah yang bergerak dalam bidang jasa pelayanan publik.  Penelitian ini terpusat pada bagaimana menghasilkan perancangan sistem administrasi pengelolaan surat permohonan pada kelurahan dengan menggunakan tool UML (Unified Modelling Language), menghasilkan sebuah perancangan yang pada akhirnya akan digunakan sebagai alat Bantu untuk melakukan pengolahan administrasi data penduduk.   Kata kunci : Sistem Informasi , pengelolaan surat, surat permohonan"
0,Jurnal Simetris,6,Penggunaan Framework Manajemen Risiko Sistem Informasi Untuk Penanganan Bencana Alam Banjir ,"Abstrak Banjir adalah bencana alam yang sering terjadi apabila musim hujan telah tiba.  Bencana banjir sekarang bahkan menjadi bencana rutin tahunan.  Walaupun sudah sering terjadi atau bahkan rutin, penanganan dan pencegahan bencana ini masih dirasa kurang sehingga bila banjir datang maka kerugian masih banyak diderita oleh penduduk atau masyarakat yang terkena.  Untuk melakukan penanganan banjir ini perlu dilakukan tindakan antisipasi yang terkelola dengan baik.  Maka dari itu diperlukan sebuah manajemen risiko banjir yang dapat mengakomodasi semua tindakan tersebut, mulai dari identifikasi, penilaian, mitigasi sampai evaluasi risiko  risiko banjir.  Untuk menjalankan atau membuat sebuah manajemen risiko diperlukan sebuah model framework yang dapat dijadikan sebagai panduan langkah  langkah kerja dan tindakan  tindakan yang dilakukan di setiap tahapnya. Kata kunci : bencana alam, banjir, manajemen risiko, framework manajemen risiko banjir"
0,Jurnal Simetris,7,Analisa Tegangan Pada  Rangka Prototype Kendaraan Buge  Menggunakan Elemen Hingga ,"Abstrak   Kendaraan roda tiga (Three Wheelers) adalah salah satu kendaraan dengan inovasi dan teknologi terbaru yang saat ini berkembang.  Kendaraan roda tiga ini didesain berdasarkan konsep kendaraan roda tiga untuk stabilitas, keselamatan dan kemampuan pengendaraan maksimum dengan lebar total sekitar 1300 mm.  Rancangan prototype ini memadukan konsep kendaraan buge dengan ATV,dimana suspensi bagian depan dirancang mengunakan dua shock breaker dengan lengan ayun di kiri dan kanan yang mampu bergerak dinamis layaknya ATV.  Analsis pada rangka prototype kendaraan buge ini dilakukan dengan menggunakan finite elemen software.  Tujuannya untuk mengetahui deformasi yang terjadi serta daerah kritis dan daerah aman pada rangka.  Berat beban yang digunakan sebesar 1000 N yang merupakan berat penumpang 800 N dan berat mesin 200 N.  Bahan yang digunakan adalah baja ST 42 dengan modulus elastisitas 200000 MPa, Poisson ratio 0.  Setelah proses analisis dilakukan, diperoleh tegangan von Mises maksimum (SMX) sebesar 78. 518 MPa pada batang L46 (lengan ayun depan), Tegangan terendah (SMN) sebesar 0. 079775 Mpa pada batang L22 (dudukan jok), defleksi yang terjadi (DMX) sebesar 3. 745 mm, dan diperoleh faktor keamanan (safety factor) sebesar 5. 285.   Kata Kunci: Rangka prototype kendaraan buge, Tegangan, metode elemen hingga"
0,Jurnal Simetris,8,KAJI EKSPERIMENTAL PENGARUH ANGLE MIXING CHAMBER TERHADAP UNJUK KERJA STEAM EJECTOR REFRIGERATION ,"Abstrak Sistem steam ejector refrigeration merupakan siklus refrigerasi dengan memanfaatkan energi yang terbuang.  Siklus steam ejector refrigeration menggunakan fluida air sebagai refrigeran sehingga lebih ramah lingkungan, selain itu sistem steam ejector dinilai lebih efektif di banding sistem-sistem yang lain karena tidak banyak memerlukan sumber energi yang besar.  Sistem steam ejector refrigeration memiliki beberapa bagian utama, antara lain : boiler, ejector, condensor, dan evaporator.  Sedangkan bagian-bagian ejector terdiri dari primary nozzle, mixing chamber, throat, dan subsonic diffuser.  Ejector adalah bagian yang paling berpengaruh terhadap performansi siklus ini, kinerja ejector dapat dilihat dari besarnya nilai entrainment ratio yaitu perbandingan laju aliran massa dari boiler dengan laju aliran massa dari evaporator.  Peningkatan nilai entrainment ratio dapat meningkatkan nilai COP sistem refrigerasi, oleh karena itu dilakukan penelitian desain dan variasi dari bagian ejector untuk mengetahui bentuk geometri maximum yang berpengaruh terhadap entrainment ratio serta COP dari siklus tersebut.  Penelitian dilakukan dengan memodifikasi sudut mixing chamber sebesar 3,5, 5, 7, 13 dan memvariasikan kondisi operasi tekanan dari boiler yaitu pada tekanan tekanan boiler 5 kg/cm2, 4 kg/cm2 dan 3 kg/cm2.  Hasil eksperimen menunjukkan bahwa sudut 7 menghasilkan nilai entrainment ratio sebesar 0,71 pada tekanan boiler 5 kg/cm2"
0,Jurnal Simetris,9,"PENGUJIAN KEKUATAN TARIK, KEKERASAN, DAN STRUKTUR MIKRO PRODUK COR PROPELER KUNINGAN ","ABSTRAK Penelitian ini bertujuan untuk menguji kekuatan tarik, kekerasan, dan struktur mikro propeler kapal nelayan tiga sudu dengan material kuningan (brass) produk dari UKM logam di Juana Pati.  Proses peleburan logam kuningan dengan dapur crucible menggunakan bahan bakar minyak dan pengecoran dilakukan dengan teknik pasir cetak (sand casting).  Pengujian spectrometer digunakan untuk mengetahui komposisi kimia material kuningan.  Untuk melihat struktur mikro digunakan mikroskop optik logam dengan perbesaran 200 kali.  Pengujian kekerasan digunakan metode Rockwell dengan indentor bola baja diameter 1/16 inchi dengan beban mayor 100 kg (HRB).  Mesin servopulser digunakan untuk pengujian kekuatan tarik.  Hasil penelitian ini menunjukkan bahwa material merupakan kuningan atau paduan Cu-Zn tipe ?+? dengan kandungan Zn sebesar 46,95% dan titik cair (melting point) sekitar 900o C.  Kekerasan material adalah 35,4 HRB dengan tegangan tarik maksimum smax=342 MPa dan regangan e =4,8%.  Bentuk dari struktur mikro belum menunjukkan struktur columnar dendrite.  Kata kunci: kuningan, propeler, pasir cetak, struktur mikro, kekerasan, tarik"
