JOURNAL_ID,JOURNAL_TITLE,ARTICLE_ID,ARTICLE_TITLE,ARTICLE_ABSTRACT
0,Jurnal Perencanaan Wilayah dan Kota,0,Pola Perkembangan Permukiman Koridor Jakarta-Surabaya ,"Wilayah koridor antara Kota Jakarta dan Surabaya ""dalam kedudukan dan peranannya yang sangat strategi boleh dikatakan sebagai pita pertumbuhan utama Jawa, bahkan boleh jadi Indonesia.  Kerap pula, wilayah koridor berporoskan jalan arteri yang menghubungkan Jakarta dan Surabaya itu disebut sebagai jalur (pertumbuhan) ekonomi. Kepadatan lalu lintas, khususnya arus pergerakan barang, mencerminkan betapa pesat perkembangan wilayah sepanjang koridor tersebut.  Pengaruh arus pergerakan yang padat dan ramai tersebut terhadap wilayah sekitarnya sungguh sangat kentara secara fisik, dan terejawantahkan pada pertumbuhan permukiman yang dapat diamati secara kasat mata. Jika dicermati, maka permukiman yang tumbuh dan berkembang di belahan utara Pulau Jawa itu berpola linier, dan menjadikan jalan arteri penghubung Jakarta dan Surabaya sebagai orientasinya.  Perumahan, fasilitas umum dan pelayanan serta kegiatan ekonomi jelas-jelas ""menghadap"" dan memanfaatkan pengaruh arus pergerakan Jakarta-Surabaya sebagai daya bertumbuhnya. Kepesatan laju perkembangan permukiman di wilayah koridor Jakarta-Surabaya itu ternyata menghadirkan pula sejumlah perSoalan.  Pertentangan kepentingan dalam pemanfaatan lahan antara sektor pertanian dengan kawasan permukiman, misalnya, diantisipasikan dapat ""mengganggu"" swasembada pangan.  Juga persoalan sosial budaya maupun lingkungan kian menggejala, tercermin dari masih bertebarannya permukiman kumuh, misalnya. Pada gilirannya, perkembangan permukiman yang pesat itu menuntut sikap arif dalam menyiasati berbagai masalah serta dampak yang tidak dikehendaki.  Paparan dalam tulisan ini didasarkan pada pengamatan visual semata, namun diharapkan dapat memberikan pemikiran awal serta merangsang kajian lebih lanjut"
0,Jurnal Perencanaan Wilayah dan Kota,1,Tahapan Perkembangan Kawasan Metropolitan Jakarta ,"Metropolitan Jakarta merupakan kawasan perkotaan terbesar di Indonesia bahkan di Asia Tenggara, kawasan ini memiliki peran dan fungsi yang penting dalam mendukung perekonomian nasional salah satunya ialah sebagai Pusat Kegiatan Nasional dan Ibukota Negara Indonesia.  Namun hingga saat ini kajian mengenai Metropolitan Jakarta masih sangat terbatas, oleh sebab itu dibutuhkan suatu penjelasan karakteristik dan tahapan perkembangan kawasan tersebut.  Penelitian ini bertujuan untuk menjelaskan tahapan perkembangan Kawasan Metropolitan Jakarta, yang didasari oleh karakteristik perekonomian.  Hasil dari penelitian ini merupakan suatu penjelasan mengenai tahapan perkembangan Kawasan Metropolitan Jakarta sejak tahun 1985 yang diindikasikan merupakan tahap awal pembentukkan metropolitan, serta perkiraan kondisi perkembangannya saat ini hingga pada masa yang akan datang.  Hasil penelitian ini dapat digunakan sebagai referensi dalam melakukan antisipasi perencanaan kawasan, yang diharapkan dapat meminimalisir persoalan yang mungkin terjadi serta mengoptimalkan fungsi dan peran yang dimilikinya pada masa yang akan datang. Kata Kunci: kawasan metropolitan, tahapan perkembangan, ekonomi metropolitan"
0,Jurnal Perencanaan Wilayah dan Kota,2,Pengaruh Iklim dan Perubahannya Terhadap Destinasi Pariwisata Pantai Pangandaran ,"Perubahan iklim global diperkirakan akan mempengaruhi penawaran dan permintaan pariwisata di Kawasan Pantai Pangandaran.  Dari segi penawaran, perubahan iklim diprediksi akan mengakibatkan kerusakan sumber daya alam dan budaya yang menjadi produk utama pariwisata.  Sedangkan, dari sisi permintaan, perubahan iklim akan memengaruhi pola kunjungan wisatawan serta persepsi dan preferensi wisatawan.  Studi ini bertujuan untuk menemukenali pengaruh dari iklim dan perubahannya terhadap destinasi pariwisata Pantai Pangandaran, khususnya pada perubahan kondisi fisik (lingkungan) daya tarik wisata serta pola kunjungan, persepsi, dan preferensi wisatawan.  Penelitian ini mencoba mengidentifikasi dampak potensial dari perubahan iklim terhadap variabel penawaran (supply) dan permintaan (demand) dalam sektor pariwisata.  Pengidentifikasian dampak perubahan iklim terhadap variabel penawaran (supply) dapat dilihat dari dampak potensial yang ditimbulkan perubahan iklim pada kondisi fisik daya tarik wisata yang berimplikasi pada perubahan pengelolaan destinasi pariwisata.  Sedangkan, pengidentifikasian dampak perubahan iklim terhadap variabel permintaan (demand) dapat dilihat melalui pengidentifikasian relevansi faktor iklim sebagai faktor penarik suatu destinasi pariwisata"
0,Jurnal Perencanaan Wilayah dan Kota,3,Identifikasi Lokasi Potensial Pengembangan Industri Tapioka ,"Dalam perspektif tata ruang dewasa ini, wilayah pedesaan selalu dianalogkan dengan kegiatan pertanian.  Sementara pembangunan industri selalu dikaitkan dengan wilayah perkotaan.  Kecenderungan sepertl itu mengakibatkan proses industrialisasi selalu bias ke wilayah perkotaan.  Pada gilirannya, masalah ini mempertajam kesenjangan antara desa dan kota.  Untuk mengurangi kesenjangan itu, perlu diupayakan penebaran kegiatan industri ke wilayah yang relatif belum berkembang, tetapi potensial untuk bertumbuh.  Namun dalam mendorong pengembangan kegiatan industri di wilayah pedesaan, harus dilatarbelakangi suatu pemahaman mendalam.  Hal ini penting, agar kelak industri tersebut memberi manfaat sebesar besarnya terhadap perekonomian setempat.  Dalam TELAAH ini akan diulas masalah industrialisasi pedesaan, khususnya industri tapioka di Ciamis, Jawa Barat"
0,Jurnal Perencanaan Wilayah dan Kota,4,"Evaluasi Program Pembangunan Infrastruktur Perdesaan di Desa Wonokerto, Kecamatan Turi, Kabupaten Sleman ","Abstrak: Program Pembangunan Infrastruktur Perdesaan (PPIP) merupakan program bantuan pembangunan infrastruktur perdesaan yang diarahkan untuk mendorong peningkatan perekonomian perdesaan.  PPIP dilaksanakan secara partisipatif dimana masyarakat dapat memilih infrastruktur yang diinginkan.  Dengan pendekatan partisipatif, prioritas infrastruktur bergantung pada kemampuan masyarakat dalam memilih.  Penelitian ini bertujuan untuk melihat keterkaitan dan dampak PPIP yang telah dipilih masyarakat terhadap pertumbuhan ekonomi kawasan perdesaan dengan menggunakan pendekatan triangulasi atau mix-method dan teknik sampling multi-stage sampling, dengan mengambil studi kasus di Desa Wonokerto Kecamatan Turi.  Berdasarkan penelitian ini didapatkan hasil bahwa infrastruktur yang dibangun melalui PPIP secara umum hanya dirasakan oleh sebagian kecil masyarakat, dan bersifat sementara atau tidak berkelanjutan"
0,Jurnal Perencanaan Wilayah dan Kota,5,"Penilaian Tingkat Keberhasilan Relokasi PKL di Kawasan Pasar Waru Dan Simpang Lima, Semarang (Evaluation of Street Vendor Relocation in Pasar Waru and Simpang Lima, Semarang) ","Abstrak: Di Kota Semarang jumlah PKL setiap tahunnya semakin meningkat dan mulai memberikan dampak negatif karena menempati ruang publik.  Artikelini bertujuan untuk menilai tingkat keberhasilan implementasi penertiban PKL menurut pandangan pedagang dan pemerintah serta faktor penyebabnya.  Kebijakan penertiban PKL yang menjadi fokus penelitian adalah program relokasi PKL Citarum dan Kartini ke Pasar Waru serta program penataan sarana aktivitas PKL Simpang Lima.  Pelaksanaan relokasi PKL dinilai sulit dilaksanakan karena terjadi penolakan dan menganggap Pasar Waru tidak representatif untuk berdagang.  Sedangkan pelaksanaan penataan PKL Simpang Lima tergolong cukup lancar.  Namun setelah adanya penataan, pendapatan pedagang justru semakin menurun.  Berdasarkan analisis diketahui bahwa menurut pedagang dan pemerintah relokasi telah berhasil pada aspek fisik namun tidak berhasil pada aspek ekonomi"
0,Jurnal Perencanaan Wilayah dan Kota,6,Park and Ride Sebagai Bagian dari Pelayanan Kereta Api Perkotaan Bandung ,"Abstrak: Penelitian ini bertujuan untuk mengkaji potensi pengembangan fasilitas park and ride khususnya pada pelayanan angkutan kereta api perkotaan Bandung lintas Padalarang  Bandung  Cicalengka.  Penelitian ini menggunakan metode statistik deskriptif dan regresi logistik untuk merumuskan peluang pemanfaatan fasilitas park and ride bagi potensi pengguna.  Hasil penelitian ini menunjukkan bahwa potensi pengembangan fasilitas park and ride untuk pelayanan kereta api perkotaan Bandung sangat besar, terutama pada tipologi fasilitas park and ride yang disediakan oleh masyarakat sekitar stasiun.  Peluang beralihnya responden potensi pengguna menjadi pengguna fasilitas park and ride mencapai 81,5%, khususnya potensi pengguna yang memiliki karakteristik yang sama dengan karakteristik pengguna parkir saat ini.  Faktor yang mempengaruhi beralihnya potensi pengguna menjadi pengguna park and ride secara umum adalah ketersediaan parkir di pusat kota, jumlah kepemilikan kendaraan pribadi dan kondisi pelayanan angkutan kereta api perkotaan Bandung. Kata Kunci: Kereta api perkotaan, park and ride, binary logistic model"
0,Jurnal Perencanaan Wilayah dan Kota,7,Pengembangan Kawasan Agropolitan di Kabupaten Kulonprogo Daerah Istimewa Yogyakarta ,"Abstrak. Penelitian ini bertujuan untuk mengkaji keberhasilan pengembangan Kawasan Agropolitan di Kabupaten Kulonprogo.  Metode analisis yang digunakan adalah berupa pengukuran tingkat kesejahteraan petani, skala likert dan regresi linear berganda.  Hasil analisis menunjukkan bahwa pembangunan kawasan agropolitan ini belum memberikan dampak yang signifikan terhadap pembangunan perdesaan di Kabupaten Kulonprogo.  Hal ini terlihat bahwa tingkat kesejahteraan petani padi, melon dan ketela pohon di kawasan ini masih dibawah rata-rata Kabupaten Kulonprogo.  Faktor yang mempengaruhi adalah kurangnya ketersediaan sarana dan prasarana agribisnis hulu-hilir seperti bahan baku, alat mesin pertanian, irigasi, pemasaran dan kondisi jalan, sehingga menjadi hambatan utama bagi petani dalam peningkatan produktivitas serta daya beli petani. Kata kunci: Pengembangan wilayah, pembangunan perdesaan, agropolitan, Kulonprogo"
0,Jurnal Perencanaan Wilayah dan Kota,8,Modal Sosial Petani dan Perkembangan Industri di Desa Sentra Pertanian Kabupaten Subang dan Kabupaten Karawang ,"Abstrak: Tulisan ini mengeskplorasi pengaruh industrialisasi terhadap modal sosial petani padi.  Metoda studi yang digunakan adalah gabungan antara pendekatan kuantitatif untuk memahami perkembangan industri dan pendekatan kualitatif untuk memahami keberadaan modal sosial petani.  Temuan studi ini menunjukkan bahwa modal sosial petani lebih besar pada wilayah dengan tingkat industrialisasi yang lebih tinggi.  Hal ini mengindikasikan bahwa terdapat hubungan tidak langsung antara industrialisasi dan modal sosial.  Wilayah dengan industrialisasi yang lebih intensif mampu menyediakan kesempatan kerja bagi masyarakat lokal, khususnya anggota keluarga petani, sehingga mampu mempertahankan modal sosial yang ada.  Sementara itu, wilayah dengan industrialisasi yang tidak cukup intensif, mendorong masyarakat lokal bermigrasi keluar wilayah untuk memperoleh kesempatan kerja yang lebih luas sehingga mengubah nilai-nilai lokal. 5614/jpwk. 2014. 25. 1. 2"
0,Jurnal Perencanaan Wilayah dan Kota,9,Ketergantungan Kota Baru Kota Harapan Indah terhadap Kota Jakarta dan Wilayah Sekitarnya (The Dependency of Kota Harapan Indah New Town to the Core City of Jakarta and Its Surrounding Areas) ,"Abstrak.  Di Indonesia, pengembangan kota baru, termasuk kota baru mandiri seringkali menghadapi persoalan berupa ketergantungan terhadap kota induknya. Hal ini ditandai dengan masih tingginya frekuensi pergerakan penghuni dari kota baru menuju kota induk untuk memenuhi sebagian besar kebutuhan hidupnya.  Tulisan ini merupakan hasil penelitian induktif-kualitatifyangmenemukenali faktor-faktor penyebab ketergantungan Kota Harapan Indah (KHI),yang mengklaim dirinya sebagai kota baru mandiri, terhadap kota induk Jakarta dan wilayah sekitarnya.  Dari hasil penelitian, ditemukan dua faktor yang menyebabkan penghuni KHI mengalami ketergantungan, yakni: 1) faktor sejarah individu dan 2) faktor kebutuhan untuk meningkatkan kualitas hidupnya.  Faktor sejarah individu merupakan faktor ketergantungan yang berkaitan dengan perjalanan historis atau pengalaman seorang individu mengenai aktivitas yang sedang mereka lakukan.  Sedangkan faktor kebutuhan untuk meningkatkan kualitas hidup, muncul dari hasrat seseorang terhadap sesuatu, dimana kota induk dianggap sebagai tempat yang paling bisa mewujudkannya.  Kedua faktor ini membuat pengembangan kota baru KHI hanya berhasil menciptakan kemandirian dari aspek fisik saja namun sulit pada aspek ekonomi dan sosial. Kata kunci.  Kota baru, ketergantungan, kota induk, Jakarta"
